work_order_id,asset_id,location_id,problem_code,problem_description,created_date,closed_date,technician_id,priority,cost,resolution_code,asset_category,asset_age_category,resolution_hours,season_flag
WO-04235,ASSET-279,LOC-42,ELEC-007,Circuit trip,2025-02-16 05:00:00,2025-02-16 08:26:24,GN-669,Critical,670.52,RESET,General,mid,3.44,winter
WO-04580,ASSET-260,LOC-02,ELEC-007,Circuit trip,2025-02-16 06:00:00,2025-02-16 08:27:00,SC-141,Critical,351.17,RESET,Security,new,2.45,winter
WO-01387,ASSET-232,LOC-10,LAND-002,Landscape irrigation issue,2025-02-16 14:00:00,2025-02-16 16:58:48,GN-245,Critical,539.96,INSPECTED,General,new,2.98,winter
WO-01869,ASSET-227,LOC-49,ELEC-007,Circuit trip,2025-02-16 15:00:00,2025-02-16 17:58:12,FR-368,Medium,515.51,REPLACED,Fire,new,2.97,winter
WO-03077,ASSET-258,LOC-03,LIFT-005,Cabin leveling fault,2025-02-16 16:00:00,2025-02-16 18:28:12,LF-504,Medium,698.77,PATCHED,Lift,new,2.47,winter
WO-02892,ASSET-381,LOC-28,PARK-004,Barrier gate fault,2025-02-16 18:00:00,2025-02-16 22:58:48,EL-238,Critical,426.78,PATCHED,Electrical,mid,4.98,winter
WO-04928,ASSET-487,LOC-23,LAND-002,Landscape irrigation issue,2025-02-16 19:00:00,2025-02-16 23:24:00,PL-474,High,224.84,,Plumbing,new,4.4,winter
WO-03787,ASSET-385,LOC-02,LIFT-002,Door malfunction,2025-02-16 23:00:00,2025-02-17 01:31:48,FR-865,High,133.51,,Fire,new,2.53,winter
WO-02805,ASSET-066,LOC-16,HVAC-001,Cooling failure,2025-02-17 01:00:00,2025-02-17 06:18:36,EL-138,Medium,818.28,REPLACED,Electrical,mid,5.31,winter
WO-01261,ASSET-331,LOC-09,FIRE-006,Suppression valve issue,2025-02-17 01:00:00,2025-02-17 04:02:24,FR-567,High,85.0,RESET,Fire,old,3.04,winter
WO-02323,ASSET-014,LOC-40,ELEC-015,Generator warning alarm,2025-02-17 03:00:00,2025-02-17 06:19:48,BM-268,Medium,738.56,REPLACED,BMS,mid,3.33,winter
WO-04958,ASSET-276,LOC-04,ROOF-003,Roof drain blockage,2025-02-17 06:00:00,2025-02-17 09:03:00,FR-775,High,910.36,REPLACED,Fire,new,3.05,winter
WO-04247,ASSET-187,LOC-21,BMS-003,Sensor communication fault,2025-02-17 11:00:00,2025-02-17 15:13:48,FR-586,High,530.44,,Fire,mid,4.23,winter
WO-00180,ASSET-337,LOC-35,GEN-005,Furniture repair,2025-02-17 16:00:00,2025-02-17 18:04:48,HV-573,Critical,396.4,RESET,HVAC,new,2.08,winter
WO-01480,ASSET-403,LOC-39,BMS-003,Sensor communication fault,2025-02-17 16:00:00,2025-02-17 20:43:48,FR-691,Critical,589.02,PATCHED,Fire,old,4.73,winter
WO-04605,ASSET-030,LOC-27,HVAC-004,Compressor short cycling,2025-02-17 23:00:00,2025-02-18 00:51:36,BM-247,Medium,485.48,REPLACED,BMS,new,1.86,winter
WO-03691,ASSET-052,LOC-47,STRC-001,Door closer failure,2025-02-18 00:00:00,2025-02-18 03:37:12,BM-812,High,129.64,,BMS,mid,3.62,winter
WO-03954,ASSET-330,LOC-48,PARK-004,Barrier gate fault,2025-02-18 07:00:00,2025-02-18 10:34:12,EL-396,Critical,508.42,,Electrical,new,3.57,winter
WO-03650,ASSET-264,LOC-19,WATR-006,Low pressure alert,2025-02-18 09:00:00,2025-02-18 10:33:36,HV-901,Critical,506.31,PATCHED,HVAC,old,1.56,winter
WO-01742,ASSET-438,LOC-41,GEN-001,General handyman request,2025-02-18 12:00:00,2025-02-18 15:30:36,EL-288,Critical,269.09,PATCHED,Electrical,old,3.51,winter
WO-02690,ASSET-161,LOC-31,CUST-001,Tenant comfort complaint,2025-02-18 21:00:00,2025-02-19 00:36:36,LF-829,Critical,601.03,INSPECTED,Lift,new,3.61,winter
WO-04889,ASSET-453,LOC-16,ELEC-015,Generator warning alarm,2025-02-18 22:00:00,2025-02-19 01:37:12,EL-917,Critical,93.01,REPLACED,Electrical,new,3.62,winter
WO-02188,ASSET-313,LOC-25,HVAC-004,Compressor short cycling,2025-02-18 22:00:00,2025-02-19 01:05:24,LF-764,Critical,342.43,RESET,Lift,new,3.09,winter
WO-02563,ASSET-120,LOC-37,PLMB-003,Drain clog,2025-02-19 01:00:00,2025-02-19 05:07:12,SC-712,High,628.76,PATCHED,Security,mid,4.12,winter
WO-03006,ASSET-151,LOC-19,PARK-004,Barrier gate fault,2025-02-19 10:00:00,2025-02-19 12:40:12,GN-812,Medium,195.57,,General,old,2.67,winter
WO-03543,ASSET-081,LOC-18,ELEC-011,Lighting panel fault,2025-02-19 11:00:00,2025-02-19 14:24:00,FR-756,Medium,314.15,INSPECTED,Fire,mid,3.4,winter
WO-04017,ASSET-473,LOC-48,SEC-008,Camera offline,2025-02-19 11:00:00,2025-02-19 15:04:48,SC-297,Critical,388.31,RESET,Security,new,4.08,winter
WO-00290,ASSET-045,LOC-26,SEC-004,Access reader failure,2025-02-19 13:00:00,2025-02-19 15:52:12,FR-785,Low,478.15,REPLACED,Fire,new,2.87,winter
WO-00291,ASSET-045,LOC-26,SEC-004,Access reader failure,2025-02-19 13:00:00,2025-02-19 15:52:12,FR-785,Low,478.15,REPLACED,Fire,new,2.87,winter
WO-01695,ASSET-189,LOC-28,WATR-002,Pump cavitation,2025-02-19 15:00:00,2025-02-19 18:28:48,GN-905,High,271.47,,General,new,3.48,winter
WO-00503,ASSET-450,LOC-47,WATR-002,Pump cavitation,2025-02-19 19:00:00,2025-02-19 22:03:36,HV-845,High,476.44,RESET,HVAC,new,3.06,winter
WO-04519,ASSET-081,LOC-05,GEN-005,Furniture repair,2025-02-20 03:00:00,2025-02-20 04:26:24,SC-858,Critical,558.02,REPLACED,Security,mid,1.44,winter
WO-01833,ASSET-002,LOC-44,FIRE-002,Detector false alarm,2025-02-20 08:00:00,2025-02-20 10:58:48,LF-944,Low,213.48,PATCHED,Lift,old,2.98,winter
WO-04809,ASSET-368,LOC-08,BMS-003,Sensor communication fault,2025-02-20 11:00:00,2025-02-20 12:51:36,GN-351,Critical,97.01,RESET,General,mid,1.86,winter
WO-04954,ASSET-467,LOC-26,FIRE-006,Suppression valve issue,2025-02-20 11:00:00,2025-02-20 14:58:48,EL-500,Critical,418.09,,Electrical,old,3.98,winter
WO-03158,ASSET-387,LOC-05,SEC-008,Camera offline,2025-02-20 16:00:00,2025-02-20 18:28:12,SC-135,High,496.34,,Security,mid,2.47,winter
WO-03166,ASSET-500,LOC-48,FIRE-002,Detector false alarm,2025-02-20 19:00:00,2025-02-20 23:10:12,BM-637,Low,683.25,PATCHED,BMS,new,4.17,winter
WO-02830,ASSET-192,LOC-11,CUST-001,Tenant comfort complaint,2025-02-20 22:00:00,2025-02-21 02:24:00,,Low,309.26,INSPECTED,Fire,old,4.4,winter
WO-01375,ASSET-483,LOC-23,LIFT-005,Cabin leveling fault,2025-02-20 22:00:00,2025-02-21 00:26:24,EL-836,High,360.69,,Electrical,new,2.44,winter
WO-00424,ASSET-421,LOC-04,BMS-009,Setpoint drift,2025-02-20 23:00:00,2025-02-21 01:46:48,FR-627,Medium,648.4,RESET,Fire,mid,2.78,winter
WO-01728,ASSET-128,LOC-03,LIFT-005,Cabin leveling fault,2025-02-21 00:00:00,2025-02-21 05:38:24,EL-360,High,546.8,,Electrical,old,5.64,winter
WO-04237,ASSET-219,LOC-24,WATR-002,Pump cavitation,2025-02-21 17:00:00,2025-02-21 19:43:48,HV-891,Critical,301.52,PATCHED,HVAC,new,2.73,winter
WO-02875,ASSET-051,LOC-47,WATR-002,Pump cavitation,2025-02-21 19:00:00,2025-02-21 21:24:00,SC-836,Medium,124.48,RESET,Security,mid,2.4,winter
WO-01127,ASSET-483,LOC-19,LIFT-008,Control panel reset,2025-02-21 20:00:00,2025-02-21 23:09:00,GN-736,Low,405.57,REPLACED,General,mid,3.15,winter
WO-04250,ASSET-338,LOC-22,LAND-002,Landscape irrigation issue,2025-02-21 21:00:00,2025-02-22 01:25:12,PL-298,Low,391.49,INSPECTED,Plumbing,mid,4.42,winter
WO-03758,ASSET-203,LOC-12,FIRE-006,Suppression valve issue,2025-02-21 21:00:00,2025-02-21 23:04:48,HV-427,Low,352.14,PATCHED,HVAC,mid,2.08,winter
WO-02496,ASSET-131,LOC-04,IT-005,UPS battery alert,2025-02-21 21:00:00,2025-02-22 01:40:12,GN-837,Critical,287.23,,General,mid,4.67,winter
WO-00821,ASSET-315,LOC-21,PLMB-010,Restroom backup,2025-02-21 21:00:00,2025-02-21 21:30:00,HV-285,Low,674.47,RESET,HVAC,mid,0.5,winter
WO-01153,ASSET-134,LOC-44,SEC-008,Camera offline,2025-02-22 01:00:00,2025-02-22 05:27:36,FR-425,Critical,167.15,INSPECTED,Fire,mid,4.46,winter
WO-02237,ASSET-431,LOC-09,GEN-001,General handyman request,2025-02-22 03:00:00,2025-02-22 06:37:48,,Critical,85.0,RESET,Security,mid,3.63,winter
WO-03120,ASSET-416,LOC-14,BMS-003,Sensor communication fault,2025-02-22 11:00:00,2025-02-22 15:30:36,SC-795,High,187.77,PATCHED,Security,old,4.51,winter
WO-00908,ASSET-445,LOC-41,STRC-001,Door closer failure,2025-02-22 14:00:00,2025-02-22 17:09:00,PL-270,Low,490.79,PATCHED,Plumbing,new,3.15,winter
WO-02648,ASSET-420,LOC-37,ELEC-007,Circuit trip,2025-02-22 15:00:00,2025-02-22 19:13:12,HV-439,Medium,219.09,REPLACED,HVAC,old,4.22,winter
WO-02382,ASSET-345,LOC-18,WATR-006,Low pressure alert,2025-02-22 17:00:00,2025-02-22 20:37:12,HV-923,Low,367.74,,HVAC,new,3.62,winter
WO-01137,ASSET-149,LOC-49,BMS-003,Sensor communication fault,2025-02-22 20:00:00,2025-02-22 23:37:48,SC-588,Medium,459.47,REPLACED,Security,old,3.63,winter
WO-04613,ASSET-475,LOC-46,ELEC-015,Generator warning alarm,2025-02-23 01:00:00,2025-02-23 04:52:48,PL-273,Critical,574.26,RESET,Plumbing,mid,3.88,winter
WO-01894,ASSET-075,LOC-15,HVAC-001,Cooling failure,2025-02-23 08:00:00,2025-02-23 10:56:24,EL-148,High,216.5,,Electrical,mid,2.94,winter
WO-03601,ASSET-471,LOC-35,HVAC-010,Airflow imbalance,2025-02-23 12:00:00,2025-02-23 15:13:12,LF-648,Critical,443.67,PATCHED,Lift,old,3.22,winter
WO-01353,ASSET-317,LOC-47,SEC-008,Camera offline,2025-02-23 16:00:00,2025-02-23 20:48:00,HV-273,High,384.54,PATCHED,HVAC,new,4.8,winter
WO-00188,ASSET-241,LOC-17,PLMB-007,Pipe leak,2025-02-23 20:00:00,2025-02-23 23:55:12,PL-446,Critical,792.42,RESET,Plumbing,mid,3.92,winter
WO-02783,ASSET-344,LOC-43,LAND-002,Landscape irrigation issue,2025-02-24 04:00:00,2025-02-24 07:18:00,PL-993,High,648.09,,Plumbing,new,3.3,winter
WO-04243,ASSET-302,LOC-19,IT-005,UPS battery alert,2025-02-24 06:00:00,2025-02-24 08:41:24,EL-102,Medium,521.11,,Electrical,old,2.69,winter
WO-01858,ASSET-114,LOC-29,PARK-004,Barrier gate fault,2025-02-24 10:00:00,2025-02-24 11:49:48,EL-573,Critical,462.84,REPLACED,Electrical,old,1.83,winter
WO-00871,ASSET-067,LOC-35,PLMB-010,Restroom backup,2025-02-24 12:00:00,2025-02-24 13:58:48,PL-528,Critical,335.32,RESET,Plumbing,mid,1.98,winter
WO-00261,ASSET-065,LOC-21,GEN-005,Furniture repair,2025-02-24 13:00:00,2025-02-24 14:56:24,PL-757,Low,277.97,INSPECTED,Plumbing,mid,1.94,winter
WO-03785,ASSET-436,LOC-48,STRC-004,Ceiling tile leak stain,2025-02-24 16:00:00,2025-02-24 17:47:24,BM-610,High,661.39,INSPECTED,BMS,mid,1.79,winter
WO-02970,ASSET-297,LOC-29,WATR-006,Low pressure alert,2025-02-24 16:00:00,2025-02-24 20:22:12,LF-569,Low,382.43,PATCHED,Lift,new,4.37,winter
WO-04766,ASSET-441,LOC-20,LIFT-008,Control panel reset,2025-02-24 17:00:00,2025-02-24 19:04:48,GN-344,Critical,329.7,REPLACED,General,old,2.08,winter
WO-03461,ASSET-062,LOC-30,ELEC-007,Circuit trip,2025-02-24 23:00:00,2025-02-25 03:48:00,FR-420,Critical,721.97,REPLACED,Fire,mid,4.8,winter
WO-03242,ASSET-090,LOC-15,FIRE-002,Detector false alarm,2025-02-25 11:00:00,2025-02-25 11:30:00,HV-306,Critical,452.79,RESET,HVAC,mid,0.5,winter
WO-00179,ASSET-340,LOC-26,BMS-009,Setpoint drift,2025-02-25 22:00:00,2025-02-26 01:30:00,BM-933,Low,463.25,INSPECTED,BMS,new,3.5,winter
WO-00119,ASSET-012,LOC-12,LIFT-008,Control panel reset,2025-02-26 00:00:00,2025-02-26 01:12:36,EL-282,Medium,882.68,REPLACED,Electrical,old,1.21,winter
WO-00084,ASSET-008,LOC-08,ELEC-011,Lighting panel fault,2025-02-26 00:00:00,2025-02-26 03:03:36,LF-371,High,727.32,CLEANED,Lift,new,3.06,winter
WO-04224,ASSET-372,LOC-31,WATR-002,Pump cavitation,2025-02-26 08:00:00,2025-02-26 11:30:36,EL-302,Critical,417.96,,Electrical,new,3.51,winter
WO-03217,ASSET-128,LOC-48,FIRE-006,Suppression valve issue,2025-02-26 14:00:00,2025-02-26 16:20:24,SC-379,Medium,442.93,RESET,Security,old,2.34,winter
WO-02764,ASSET-305,LOC-49,ELEC-011,Lighting panel fault,2025-02-26 19:00:00,2025-02-26 23:21:00,HV-186,High,262.3,RESET,HVAC,new,4.35,winter
WO-00565,ASSET-312,LOC-16,FIRE-006,Suppression valve issue,2025-02-26 20:00:00,2025-02-26 23:39:36,FR-676,Medium,261.82,INSPECTED,Fire,old,3.66,winter
WO-01239,ASSET-468,LOC-16,LIFT-005,Cabin leveling fault,2025-02-26 21:00:00,2025-02-26 23:40:12,EL-914,Critical,434.33,REPLACED,Electrical,mid,2.67,winter
WO-03459,ASSET-284,LOC-43,BMS-009,Setpoint drift,2025-02-27 03:00:00,2025-02-27 05:48:36,EL-416,Critical,85.0,RESET,Electrical,new,2.81,winter
WO-04043,ASSET-106,LOC-32,HVAC-001,Cooling failure,2025-02-27 16:00:00,2025-02-27 18:57:36,FR-298,Low,150.34,,Fire,old,2.96,winter
WO-02429,ASSET-168,LOC-25,PLMB-007,Pipe leak,2025-02-27 18:00:00,2025-02-27 21:57:00,SC-646,High,199.5,RESET,Security,new,3.95,winter
WO-02360,ASSET-368,LOC-19,CUST-001,Tenant comfort complaint,2025-02-27 22:00:00,2025-02-28 00:21:36,SC-680,Critical,306.57,RESET,Security,old,2.36,winter
WO-00701,ASSET-074,LOC-14,GEN-005,Furniture repair,2025-02-28 04:00:00,2025-02-28 06:19:48,PL-410,Critical,656.38,,Plumbing,mid,2.33,winter
WO-02420,ASSET-043,LOC-06,CUST-001,Tenant comfort complaint,2025-02-28 07:00:00,2025-02-28 10:10:48,GN-392,Medium,575.84,,General,mid,3.18,winter
WO-03073,ASSET-327,LOC-36,CUST-001,Tenant comfort complaint,2025-02-28 09:00:00,2025-02-28 12:48:00,FR-210,Low,582.72,PATCHED,Fire,mid,3.8,winter
WO-04108,ASSET-318,LOC-27,CUST-001,Tenant comfort complaint,2025-02-28 13:00:00,2025-02-28 16:47:24,PL-925,Critical,661.58,,Plumbing,old,3.79,winter
WO-02274,ASSET-150,LOC-44,LAND-002,Landscape irrigation issue,2025-02-28 16:00:00,2025-02-28 20:51:00,EL-158,High,300.21,RESET,Electrical,mid,4.85,winter
WO-04625,ASSET-330,LOC-34,FIRE-002,Detector false alarm,2025-02-28 16:00:00,2025-02-28 21:21:36,SC-124,Low,495.05,INSPECTED,Security,old,5.36,winter
WO-03937,ASSET-143,LOC-21,LAND-002,Landscape irrigation issue,2025-02-28 17:00:00,2025-02-28 22:04:48,BM-545,High,280.89,INSPECTED,BMS,old,5.08,winter
WO-01029,ASSET-461,LOC-27,ELEC-011,Lighting panel fault,2025-02-28 21:00:00,2025-03-01 02:41:24,HV-133,Low,297.85,RESET,HVAC,new,5.69,winter
WO-02024,ASSET-293,LOC-24,PLMB-007,Pipe leak,2025-02-28 23:00:00,2025-03-01 02:25:12,PL-301,Critical,401.91,,Plumbing,old,3.42,winter
WO-01160,ASSET-049,LOC-48,HVAC-001,Cooling failure,2025-03-01 00:00:00,2025-03-01 00:30:00,EL-702,Critical,350.45,REPLACED,Electrical,old,0.5,spring
WO-02210,ASSET-162,LOC-05,IT-005,UPS battery alert,2025-03-01 04:00:00,2025-03-01 06:49:48,LF-105,Critical,517.76,INSPECTED,Lift,mid,2.83,spring
WO-04157,ASSET-352,LOC-38,LIFT-005,Cabin leveling fault,2025-03-01 05:00:00,2025-03-01 07:39:00,HV-492,High,457.11,RESET,HVAC,new,2.65,spring
WO-04754,ASSET-271,LOC-39,PLMB-010,Restroom backup,2025-03-01 07:00:00,2025-03-01 09:54:36,PL-387,High,539.83,RESET,Plumbing,old,2.91,spring
WO-00372,ASSET-043,LOC-41,ROOF-003,Roof drain blockage,2025-03-01 13:00:00,2025-03-01 17:12:36,SC-649,Medium,549.12,PATCHED,Security,new,4.21,spring
WO-02320,ASSET-001,LOC-09,FIRE-006,Suppression valve issue,2025-03-01 13:00:00,2025-03-01 16:03:00,PL-420,Critical,450.34,REPLACED,Plumbing,mid,3.05,spring
WO-04805,ASSET-144,LOC-20,FIRE-006,Suppression valve issue,2025-03-01 14:00:00,2025-03-01 16:54:00,GN-630,Medium,571.83,REPLACED,General,old,2.9,spring
WO-03139,ASSET-285,LOC-17,PLMB-010,Restroom backup,2025-03-01 17:00:00,2025-03-01 20:13:48,GN-880,Critical,541.4,REPLACED,General,mid,3.23,spring
WO-03576,ASSET-441,LOC-27,FIRE-006,Suppression valve issue,2025-03-01 21:00:00,2025-03-02 01:48:00,PL-524,High,586.26,RESET,Plumbing,old,4.8,spring
WO-03793,ASSET-443,LOC-42,WATR-006,Low pressure alert,2025-03-02 00:00:00,2025-03-02 04:27:36,GN-677,Critical,225.82,REPLACED,General,old,4.46,spring
WO-02704,ASSET-076,LOC-03,PLMB-003,Drain clog,2025-03-02 05:00:00,2025-03-02 08:34:48,GN-388,Critical,739.16,,General,new,3.58,spring
WO-04545,ASSET-010,LOC-24,ROOF-003,Roof drain blockage,2025-03-02 10:00:00,2025-03-02 14:44:24,EL-687,High,856.45,,Electrical,old,4.74,spring
WO-02553,ASSET-284,LOC-40,SEC-004,Access reader failure,2025-03-03 11:00:00,2025-03-03 13:49:12,PL-647,Low,477.3,RESET,Plumbing,mid,2.82,spring
WO-03063,ASSET-425,LOC-37,HVAC-010,Airflow imbalance,2025-03-03 15:00:00,2025-03-03 18:18:00,BM-690,Critical,85.0,REPLACED,BMS,new,3.3,spring
WO-00814,ASSET-290,LOC-29,WATR-002,Pump cavitation,2025-03-03 15:00:00,2025-03-03 18:08:24,BM-445,Critical,432.58,INSPECTED,BMS,old,3.14,spring
WO-04113,ASSET-487,LOC-22,GEN-005,Furniture repair,2025-03-04 03:00:00,2025-03-04 06:46:48,SC-325,Critical,521.5,REPLACED,Security,new,3.78,spring
WO-00761,ASSET-015,LOC-19,FIRE-006,Suppression valve issue,2025-03-04 05:00:00,2025-03-04 05:30:00,EL-368,Medium,413.1,,Electrical,mid,0.5,spring
WO-04903,ASSET-467,LOC-33,ELEC-007,Circuit trip,2025-03-04 09:00:00,2025-03-04 13:02:24,HV-214,Medium,554.3,REPLACED,HVAC,new,4.04,spring
WO-03074,ASSET-131,LOC-32,WATR-002,Pump cavitation,2025-03-04 13:00:00,2025-03-04 17:29:24,BM-911,Medium,285.15,REPLACED,BMS,old,4.49,spring
WO-00416,ASSET-294,LOC-16,STRC-004,Ceiling tile leak stain,2025-03-04 17:00:00,2025-03-04 19:34:12,GN-587,High,650.04,RESET,General,mid,2.57,spring
WO-04870,ASSET-354,LOC-48,WATR-002,Pump cavitation,2025-03-04 19:00:00,2025-03-04 20:24:36,SC-324,Critical,507.6,PATCHED,Security,mid,1.41,spring
WO-01787,ASSET-004,LOC-31,FIRE-002,Detector false alarm,2025-03-05 02:00:00,2025-03-05 07:17:24,FR-167,Low,587.83,PATCHED,Fire,old,5.29,spring
WO-00506,ASSET-091,LOC-31,WATR-006,Low pressure alert,2025-03-05 04:00:00,2025-03-05 07:07:12,PL-729,Low,303.31,,Plumbing,old,3.12,spring
WO-00379,ASSET-214,LOC-47,LIFT-005,Cabin leveling fault,2025-03-05 07:00:00,2025-03-05 10:12:36,LF-427,High,372.12,RESET,Lift,old,3.21,spring
WO-02918,ASSET-071,LOC-48,SEC-004,Access reader failure,2025-03-05 11:00:00,2025-03-05 14:07:48,FR-377,Critical,703.05,INSPECTED,Fire,new,3.13,spring
WO-04178,ASSET-122,LOC-37,LIFT-005,Cabin leveling fault,2025-03-05 13:00:00,2025-03-05 17:40:12,LF-151,Medium,370.87,INSPECTED,Lift,new,4.67,spring
WO-01151,ASSET-340,LOC-28,LIFT-005,Cabin leveling fault,2025-03-05 14:00:00,2025-03-05 17:48:00,LF-218,Medium,478.08,INSPECTED,Lift,mid,3.8,spring
WO-01820,ASSET-409,LOC-01,GEN-001,General handyman request,2025-03-05 21:00:00,2025-03-06 01:02:24,EL-810,Medium,297.52,INSPECTED,Electrical,mid,4.04,spring
WO-01532,ASSET-138,LOC-48,STRC-004,Ceiling tile leak stain,2025-03-06 02:00:00,2025-03-06 05:22:48,FR-153,Medium,404.66,RESET,Fire,new,3.38,spring
WO-04899,ASSET-427,LOC-37,FIRE-006,Suppression valve issue,2025-03-06 09:00:00,2025-03-06 12:39:36,FR-414,Low,386.9,,Fire,mid,3.66,spring
WO-03632,ASSET-031,LOC-43,HVAC-004,Compressor short cycling,2025-03-06 15:00:00,2025-03-06 19:31:12,FR-523,Low,264.95,,Fire,old,4.52,spring
WO-02032,ASSET-162,LOC-07,STRC-001,Door closer failure,2025-03-06 20:00:00,2025-03-06 21:36:36,FR-330,Medium,346.14,INSPECTED,Fire,mid,1.61,spring
WO-04849,ASSET-445,LOC-07,GEN-005,Furniture repair,2025-03-06 23:00:00,2025-03-07 04:14:24,FR-613,Medium,392.85,RESET,Fire,mid,5.24,spring
WO-02463,ASSET-172,LOC-32,IT-005,UPS battery alert,2025-03-07 01:00:00,2025-03-07 04:29:24,PL-907,Low,674.84,RESET,Plumbing,mid,3.49,spring
WO-02381,ASSET-404,LOC-45,ELEC-015,Generator warning alarm,2025-03-07 05:00:00,2025-03-07 07:46:48,,Critical,250.78,RESET,HVAC,new,2.78,spring
WO-00995,ASSET-029,LOC-48,ELEC-007,Circuit trip,2025-03-07 07:00:00,2025-03-07 08:27:36,LF-241,Low,543.18,REPLACED,Lift,mid,1.46,spring
WO-03011,ASSET-378,LOC-31,SEC-004,Access reader failure,2025-03-07 08:00:00,2025-03-07 11:46:12,SC-828,High,448.21,RESET,Security,mid,3.77,spring
WO-02238,ASSET-101,LOC-23,HVAC-001,Cooling failure,2025-03-07 12:00:00,2025-03-07 15:09:00,EL-918,Low,256.76,PATCHED,Electrical,old,3.15,spring
WO-02322,ASSET-049,LOC-31,LIFT-008,Control panel reset,2025-03-07 15:00:00,2025-03-07 16:43:12,HV-984,Critical,350.86,,HVAC,new,1.72,spring
WO-02615,ASSET-162,LOC-18,LAND-002,Landscape irrigation issue,2025-03-08 09:00:00,2025-03-08 12:20:24,HV-958,Critical,252.83,REPLACED,HVAC,old,3.34,spring
WO-02583,ASSET-166,LOC-39,LIFT-005,Cabin leveling fault,2025-03-08 09:00:00,2025-03-08 11:32:24,LF-198,Critical,657.08,INSPECTED,Lift,mid,2.54,spring
WO-00847,ASSET-328,LOC-13,ELEC-007,Circuit trip,2025-03-08 11:00:00,2025-03-08 13:15:36,LF-904,Low,375.1,PATCHED,Lift,new,2.26,spring
WO-00734,ASSET-137,LOC-02,SEC-004,Access reader failure,2025-03-08 18:00:00,2025-03-08 23:06:36,SC-812,Critical,401.73,,Security,new,5.11,spring
WO-01344,ASSET-105,LOC-42,WATR-002,Pump cavitation,2025-03-08 21:00:00,2025-03-08 23:45:00,,High,191.39,INSPECTED,BMS,old,2.75,spring
WO-04465,ASSET-284,LOC-18,HVAC-010,Airflow imbalance,2025-03-09 03:00:00,2025-03-09 07:52:48,HV-101,Medium,596.45,,HVAC,new,4.88,spring
WO-04083,ASSET-492,LOC-39,SEC-004,Access reader failure,2025-03-09 11:00:00,2025-03-09 14:47:24,FR-581,Low,355.61,REPLACED,Fire,mid,3.79,spring
WO-03235,ASSET-096,LOC-32,ROOF-003,Roof drain blockage,2025-03-09 13:00:00,2025-03-09 14:43:48,LF-787,Low,316.26,PATCHED,Lift,new,1.73,spring
WO-03234,ASSET-096,LOC-32,ROOF-003,Roof drain blockage,2025-03-09 13:00:00,2025-03-09 14:43:48,LF-787,Low,316.26,PATCHED,Lift,new,1.73,spring
WO-01997,ASSET-422,LOC-24,ELEC-007,Circuit trip,2025-03-09 18:00:00,2025-03-09 22:54:00,LF-191,High,634.44,,Lift,old,4.9,spring
WO-02576,ASSET-292,LOC-23,PLMB-010,Restroom backup,2025-03-09 19:00:00,2025-03-09 21:57:36,EL-339,Medium,382.41,,Electrical,mid,2.96,spring
WO-02251,ASSET-390,LOC-12,ELEC-007,Circuit trip,2025-03-09 19:00:00,2025-03-09 22:10:48,LF-628,High,369.61,PATCHED,Lift,new,3.18,spring
WO-03186,ASSET-064,LOC-48,WATR-006,Low pressure alert,2025-03-09 19:00:00,2025-03-10 00:29:24,HV-470,Medium,731.75,REPLACED,HVAC,old,5.49,spring
WO-00481,ASSET-332,LOC-05,ELEC-007,Circuit trip,2025-03-10 03:00:00,2025-03-10 03:57:36,SC-864,Medium,492.28,RESET,Security,mid,0.96,spring
WO-04895,ASSET-399,LOC-33,CUST-001,Tenant comfort complaint,2025-03-10 10:00:00,2025-03-10 13:07:12,SC-546,Medium,695.02,REPLACED,Security,mid,3.12,spring
WO-04773,ASSET-382,LOC-09,LAND-002,Landscape irrigation issue,2025-03-10 14:00:00,2025-03-10 17:43:48,SC-271,Critical,461.98,INSPECTED,Security,mid,3.73,spring
WO-04885,ASSET-036,LOC-10,BMS-003,Sensor communication fault,2025-03-10 17:00:00,2025-03-10 18:25:12,SC-811,Critical,639.14,INSPECTED,Security,mid,1.42,spring
WO-02738,ASSET-279,LOC-26,SEC-004,Access reader failure,2025-03-10 17:00:00,2025-03-10 18:14:24,GN-128,Medium,470.45,RESET,General,new,1.24,spring
WO-04864,ASSET-057,LOC-25,IT-005,UPS battery alert,2025-03-10 20:00:00,2025-03-10 22:10:48,FR-319,Low,337.56,INSPECTED,Fire,new,2.18,spring
WO-01208,ASSET-199,LOC-44,LIFT-002,Door malfunction,2025-03-11 04:00:00,2025-03-11 06:03:00,BM-940,Critical,234.43,RESET,BMS,mid,2.05,spring
WO-03818,ASSET-024,LOC-26,STRC-004,Ceiling tile leak stain,2025-03-11 10:00:00,2025-03-11 13:44:24,SC-586,Critical,322.47,PATCHED,Security,mid,3.74,spring
WO-02483,ASSET-264,LOC-45,FIRE-006,Suppression valve issue,2025-03-11 13:00:00,2025-03-11 14:21:36,GN-627,Low,599.61,,General,old,1.36,spring
WO-04881,ASSET-075,LOC-02,STRC-004,Ceiling tile leak stain,2025-03-11 17:00:00,2025-03-11 18:43:48,BM-121,Medium,148.08,REPLACED,BMS,mid,1.73,spring
WO-02148,ASSET-345,LOC-08,PLMB-007,Pipe leak,2025-03-11 21:00:00,2025-03-11 23:35:24,,Medium,558.84,INSPECTED,Lift,new,2.59,spring
